usage_date_utc,metric,quantity,unit,feature_id,app_id,project_id,billing_tag,category,dimension_key,source_retrieved_at_utc,usage_hour_utc
2026-09-10,Data IO,0.0029,GB,hrn:here:data-transfer::olp-here:io,3bljgWftCCjiEQnhnYAm,,,DataStorage,"{""app_id"":""3bljgWftCCjiEQnhnYAm"",""feature_id"":""hrn:here:data-transfer::olp-here:io""}",2026-09-10T22:36:51.502852+00:00,2026-09-10T22:00:00+00:00
2026-09-10,Data IO,0.0,GB,hrn:here:data-transfer::olp-here:io,YQijV3hAPdxySAVtE6ZT,,,DataStorage,"{""app_id"":""YQijV3hAPdxySAVtE6ZT"",""feature_id"":""hrn:here:data-transfer::olp-here:io""}",2026-09-10T22:36:51.502852+00:00,2026-09-10T22:00:00+00:00
